PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked_Q,Embarked_S
649,0,3,"willey, mr. edward",0,28,0,0,S.O./P.P. 751,0.014736618564782174,False,True
650,1,3,"stanley, miss. amy zillah elsie",1,23,0,0,CA. 2314,0.014736618564782174,False,True
651,0,3,"mitkoff, mr. mito",0,28,0,0,349221,0.015411575213749284,False,True
652,1,2,"doling, miss. elsie",1,18,0,1,231919,0.04489301019734967,False,True
653,0,3,"kalvik, mr. johannes halvorsen",0,21,0,0,8475,0.01646070534336126,False,True
654,1,3,"o'leary, miss. hanora ""norah""",1,28,0,0,330919,0.015281580671177828,True,False
655,0,3,"hegarty, miss. hanora ""nora""",1,18,0,0,365226,0.013175122557917838,True,False
656,0,2,"hickman, mr. leonard mark",0,24,2,0,S.O.C. 14879,0.1434624456306609,False,True
657,0,3,"radeff, mr. alexander",0,28,0,0,349223,0.015411575213749284,False,True
658,0,3,"bourke, mrs. john (catherine)",1,32,1,1,364849,0.030253985132996517,True,False
659,0,2,"eitemiller, mr. george floyd",0,23,0,0,29751,0.025374310111545468,False,True
661,1,1,"frauenthal, dr. henry william",0,50,2,0,PC 17611,0.2608674266467732,False,True
662,0,3,"badt, mr. mohamed",0,40,0,0,2623,0.014102260811993537,False,False
663,0,1,"colley, mr. edward pomeroy",0,47,0,0,5727,0.04994347384455151,False,True
664,0,3,"coleff, mr. peju",0,36,0,0,349210,0.014630827210317115,False,True
665,1,3,"lindqvist, mr. eino william",0,20,1,0,STON/O 2. 3101285,0.015468569817999833,False,True
666,0,2,"hickman, mr. lewis",0,32,2,0,S.O.C. 14879,0.1434624456306609,False,True
667,0,2,"butler, mr. reginald fenton",0,25,0,0,234686,0.025374310111545468,False,True
668,0,3,"rommetvedt, mr. knud paust",0,28,0,0,312993,0.015175789316712771,False,True
669,0,3,"cook, mr. jacob",0,43,0,0,A/5 3536,0.015712553569072387,False,True
670,1,1,"taylor, mrs. elmer zebley (juliet cummins wright)",1,28,1,0,19996,0.10149724044618187,False,True
671,1,2,"brown, mrs. thomas william solomon (elizabeth catherine ford)",1,40,1,1,29750,0.0761229303346364,False,True
672,0,1,"davidson, mr. thornton",0,31,1,0,F.C. 12750,0.10149724044618187,False,True
674,1,2,"wilhelms, mr. charles",0,31,0,0,244270,0.025374310111545468,False,True
675,0,2,"watson, mr. ennis hastings",0,28,0,0,239856,0.0,False,True
676,0,3,"edvardsson, mr. gustaf hjalmar",0,18,0,0,349912,0.015175789316712771,False,True
677,0,3,"sawyer, mr. frederick charles",0,24,0,0,342826,0.015712553569072387,False,True
678,1,3,"turja, miss. anna sofia",1,18,0,0,4138,0.019209719063445922,False,True
679,0,3,"goodwin, mrs. frederick (augusta tyler)",1,43,1,6,CA 2144,0.09154270340242172,False,True
680,1,1,"cardeza, mr. thomas drake martinez",0,36,0,1,PC 17755,1.0,False,False
681,0,3,"peters, miss. katie",1,28,0,0,330935,0.01588334219482317,True,False
682,1,1,"hassab, mr. hammad",0,27,0,0,PC 17572,0.1497654242623688,False,False
683,0,3,"olsvigen, mr. thor anderson",0,20,0,0,6563,0.01800600082915438,False,True
684,0,3,"goodwin, mr. charles edward",0,14,5,2,CA 2144,0.09154270340242172,False,True
686,0,2,"laroche, mr. joseph philippe lemercier",0,25,1,2,SC/Paris 2123,0.08115719346076702,False,False
687,0,3,"panula, mr. jaako arnold",0,14,4,1,3101295,0.07746484096553544,False,True
688,0,3,"dakic, mr. branko",0,19,0,0,349228,0.019852079483269742,False,True
689,0,3,"fischer, mr. eberhard thelander",0,18,0,0,350036,0.015216388212891242,False,True
690,1,1,"madill, miss. georgette alexandra",1,15,0,1,24160,0.41250332793836464,False,True
691,1,1,"dick, mr. albert adrian",0,31,1,0,17474,0.11125659048908397,False,True
692,1,3,"karun, miss. manca",1,4,0,1,349256,0.026187654344120927,False,False
693,1,3,"lam, mr. ali",0,28,0,0,1601,0.11027245763075773,False,True
694,0,3,"saad, mr. khalil",0,25,0,0,2672,0.014102260811993537,False,False
696,0,2,"chapman, mr. charles henry",0,52,0,0,248731,0.026350245115835676,False,True
697,0,3,"kelly, mr. james",0,44,0,0,363592,0.015712553569072387,False,True
698,1,3,"mullens, miss. katherine ""katie""",1,28,0,0,35852,0.015094396337354966,True,False
699,0,1,"thayer, mr. john borland",0,49,1,1,17421,0.21642978772242535,False,False
700,0,3,"humblen, mr. adolf mathias nicolai olsen",0,42,0,0,348121,0.014931805565640218,False,True
701,1,1,"astor, mrs. john jacob (madeleine talmadge force)",1,18,1,0,PC 17757,0.4440992237022602,False,False
702,1,1,"silverthorne, mr. spencer victor",0,35,0,0,PC 17475,0.05130978285055781,False,True
703,0,3,"barbara, miss. saiide",1,18,0,1,2691,0.028212719478023115,False,False
704,0,3,"gallagher, mr. martin",0,25,0,0,36864,0.01511079204542704,True,False
705,0,3,"hansen, mr. henrik juul",0,26,1,0,350025,0.015330377421392339,False,True
706,0,2,"morley, mr. henry samuel (""mr henry marshall"")",0,39,0,0,250655,0.050748620223090936,False,True
707,1,2,"kelly, mrs. florence ""fannie""",1,45,0,0,223596,0.026350245115835676,False,True
708,1,1,"calderhead, mr. edward pennington",0,42,0,0,PC 17476,0.05130978285055781,False,True
709,1,1,"cleaver, miss. alice",1,22,0,0,113781,0.29580589980036276,False,True
710,1,3,"moubarek, master. halim gonios (""william george"")",0,28,1,1,2661,0.029757819776815374,False,False
711,1,1,"mayne, mlle. berthe antonine (""mrs de villiers"")",1,24,0,0,PC 17482,0.09662576327876685,False,False
712,0,1,"klaber, mr. herman",0,28,0,0,113028,0.051822148727810165,False,True
713,1,1,"taylor, mr. elmer zebley",0,48,1,0,19996,0.10149724044618187,False,True
714,0,3,"larsson, mr. august viktor",0,29,0,0,7545,0.018510168852370702,False,True
715,0,2,"greenberg, mr. samuel",0,52,0,0,250647,0.025374310111545468,False,True
716,0,3,"soholt, mr. peter andreas lauritz andersen",0,19,0,0,348124,0.014931805565640218,False,True
717,1,1,"endres, miss. caroline louise",1,38,0,0,PC 17757,0.4440992237022602,False,False
718,1,2,"troutt, miss. edwina celia ""winnie""",1,27,0,0,34218,0.020494635090094415,False,True
719,0,3,"mcevoy, mr. michael",0,28,0,0,36568,0.030253985132996517,True,False
720,0,3,"johnson, mr. malkolm joackim",0,33,0,0,347062,0.015175789316712771,False,True
721,1,2,"harper, miss. annie jessie ""nina""",1,6,0,1,248727,0.06441171028315387,False,True
722,0,3,"jensen, mr. svend lauritz",0,17,1,0,350048,0.013768881414528002,False,True
723,0,2,"gillespie, mr. william henry",0,34,0,0,12233,0.025374310111545468,False,True
724,0,2,"hodges, mr. henry price",0,50,0,0,250643,0.025374310111545468,False,True
725,1,1,"chambers, mr. norman campbell",0,27,1,0,113806,0.10364429745562033,False,True
726,0,3,"oreskovic, mr. luka",0,20,0,0,315094,0.016908073949327893,False,True
727,1,2,"renouf, mrs. peter henry (lillian jefferys)",1,30,3,0,31027,0.04098927018018883,False,True
728,1,3,"mannion, miss. margareth",1,28,0,0,36866,0.015102594191391002,True,False
729,0,2,"bryhl, mr. kurt arnold gottfrid",0,25,1,0,236853,0.050748620223090936,False,True
730,0,3,"ilmakangas, miss. pieta sofia",1,25,1,0,STON/O2. 3101271,0.015468569817999833,False,True
731,1,1,"allen, miss. elisabeth walton",1,29,0,0,24160,0.41250332793836464,False,True
732,0,3,"hassan, mr. houssein g n",0,11,0,0,2699,0.036670757786204655,False,False
733,0,2,"knight, mr. robert j",0,28,0,0,239855,0.0,False,True
734,0,2,"berriman, mr. william john",0,23,0,0,28425,0.025374310111545468,False,True
735,0,2,"troupiansky, mr. moses aaron",0,23,0,0,233639,0.025374310111545468,False,True
736,0,3,"williams, mr. leslie",0,28,0,0,54636,0.031425107138144774,False,True
737,0,3,"ford, mrs. edward (margaret ann watson)",1,48,1,3,W./C. 6608,0.06709553154495196,False,True
738,1,1,"lesurer, mr. gustave j",0,35,0,0,PC 17755,1.0,False,False
739,0,3,"ivanoff, mr. kanio",0,28,0,0,349201,0.015411575213749284,False,True
740,0,3,"nankoff, mr. minko",0,28,0,0,349218,0.015411575213749284,False,True
741,1,1,"hawksford, mr. walter james",0,28,0,0,16988,0.05855610025741261,False,True
742,0,1,"cavendish, mr. tyrell william",0,36,1,0,19877,0.15390495017656614,False,True
743,1,1,"ryerson, miss. susan parker ""suzette""",1,21,2,2,PC 17608,0.5121218935012878,False,False
744,0,3,"mcnamee, mr. neal",0,24,1,0,376566,0.031425107138144774,False,True
745,1,3,"stranden, mr. juho",0,31,0,0,STON/O 2. 3101288,0.015468569817999833,False,True
747,0,3,"abbott, mr. rossmore edward",0,16,1,1,C.A. 2673,0.03952536767375352,False,True
748,1,2,"sinkkonen, miss. anna",1,30,0,0,250648,0.025374310111545468,False,True
749,0,1,"marvin, mr. daniel warner",0,19,1,0,113773,0.10364429745562033,False,True
750,0,3,"connaghton, mr. michael",0,31,0,0,335097,0.015126992566498259,True,False
751,1,2,"wells, miss. joan",1,4,1,1,29103,0.04489301019734967,False,True
752,1,3,"moor, master. meier",0,6,0,1,392096,0.024349578357040744,False,True
753,0,3,"vande velde, mr. johannes joseph",0,33,0,0,345780,0.018542765081513996,False,True
754,0,3,"jonkoff, mr. lalio",0,23,0,0,349204,0.015411575213749284,False,True
755,1,2,"herman, mrs. samuel (jane laver)",1,48,1,2,220845,0.12687155055772734,False,True
757,0,3,"carlsson, mr. august sigfrid",0,28,0,0,350042,0.015216388212891242,False,True
758,0,2,"bailey, mr. percy andrew",0,18,0,0,29108,0.022446505098674834,False,True
759,0,3,"theobald, mr. thomas leonard",0,34,0,0,363294,0.015712553569072387,False,True
760,1,1,"rothes, the countess. of (lucy noel martha dyer-edwards)",1,33,0,0,110152,0.16883675574220638,False,True
761,0,3,"garfirth, mr. john",0,28,0,0,358585,0.028302115124416098,False,True
762,0,3,"nirva, mr. iisakki antino aijo",0,41,0,0,SOTON/O2 3101272,0.013907073811135496,False,True
763,1,3,"barah, mr. hanna assi",0,20,0,0,2663,0.014110458666029575,False,False
764,1,1,"carter, mrs. william ernest (lucile polk)",1,36,1,2,113760,0.23422440102965045,False,True
765,0,3,"eklund, mr. hans linus",0,16,0,0,347074,0.015175789316712771,False,True
766,1,1,"hogeboom, mrs. john c (anna andrews)",1,51,1,0,13502,0.15216446768991498,False,True
767,0,1,"brewe, dr. arthur jackson",0,28,0,0,112379,0.07729405233978466,False,False
768,0,3,"mangan, miss. mary",1,30,0,0,364850,0.015126992566498259,True,False
769,0,3,"moran, mr. daniel j",0,28,1,0,371110,0.04713766070721715,True,False
770,0,3,"gronnestad, mr. daniel danielsen",0,32,0,0,8471,0.016322512946753766,False,True
771,0,3,"lievens, mr. rene aime",0,24,0,0,345781,0.018542765081513996,False,True
772,0,3,"jensen, mr. niels peder",0,48,0,0,350047,0.015330377421392339,False,True
774,0,3,"elias, mr. dibo",0,28,0,0,2674,0.014102260811993537,False,False
775,1,2,"hocking, mrs. elizabeth (eliza needs)",1,54,1,3,29105,0.04489301019734967,False,True
776,0,3,"myhrman, mr. pehr fabian oliver malkolm",0,18,0,0,347078,0.015126992566498259,False,True
777,0,3,"tobin, mr. roger",0,28,0,0,383121,0.015126992566498259,True,False
778,1,3,"emanuel, miss. virginia ethel",1,5,0,0,364516,0.024349578357040744,False,True
779,0,3,"kilgannon, mr. thomas j",0,28,0,0,36865,0.015102594191391002,True,False
780,1,1,"robert, mrs. edward scott (elisabeth walton mcmillan)",1,43,0,1,24160,0.41250332793836464,False,True
781,1,3,"ayoub, miss. banoura",1,13,0,0,2687,0.014110458666029575,False,False
782,1,1,"dick, mrs. albert adrian (vera gillespie)",1,17,1,0,17474,0.11125659048908397,False,True
783,0,1,"long, mr. milton clyde",0,29,0,0,113501,0.05855610025741261,False,True
784,0,3,"johnston, mr. andrew g",0,28,1,2,W./C. 6607,0.04577135170121086,False,True
785,0,3,"ali, mr. william",0,25,0,0,SOTON/O.Q. 3101312,0.013760683560491965,False,True
786,0,3,"harmer, mr. abraham (david lishin)",0,25,0,0,374887,0.014151057562208049,False,True
787,1,3,"sjoblom, miss. anna sofia",1,18,0,0,3101265,0.014630827210317115,False,True
788,0,3,"rice, master. george hugh",0,8,4,1,382652,0.056848213999904744,True,False
790,0,1,"guggenheim, mr. benjamin",0,46,0,0,PC 17593,0.15458810467956932,False,False
791,0,3,"keane, mr. andrew ""andy""",0,28,0,0,12460,0.015126992566498259,True,False
792,0,2,"gaskell, mr. alfred",0,16,0,0,239865,0.050748620223090936,False,True
793,0,3,"sage, miss. stella anna",1,28,8,2,CA. 2343,0.13575255909676823,False,True
794,0,1,"hoyt, mr. william fisher",0,28,0,0,PC 17600,0.05991421140938287,False,False
795,0,3,"dantcheff, mr. ristiu",0,25,0,0,349203,0.015411575213749284,False,True
796,0,2,"otter, mr. richard",0,39,0,0,28213,0.025374310111545468,False,True
797,1,1,"leader, dr. alice (farnham)",1,49,0,0,17465,0.050610427826483444,False,True
798,1,3,"osman, mrs. mara",1,31,0,0,349244,0.016948672845506364,False,True
799,0,3,"ibrahim shawah, mr. yousseff",0,30,0,0,2685,0.014110458666029575,False,False
800,0,3,"van impe, mrs. jean baptiste (rosalie paula govaert)",1,30,1,1,345773,0.04713766070721715,False,True
801,0,2,"ponesell, mr. martin",0,34,0,0,250647,0.025374310111545468,False,True
802,1,2,"collyer, mrs. harvey (charlotte annie tate)",1,31,1,1,C.A. 31921,0.05123658772523604,False,True
803,1,1,"carter, master. william thornton ii",0,11,1,2,113760,0.23422440102965045,False,True
805,1,3,"hedman, mr. oskar arvid",0,27,0,0,347089,0.013614293309848433,False,True
806,0,3,"johansson, mr. karl johan",0,31,0,0,347063,0.015175789316712771,False,True
807,0,1,"andrews, mr. thomas jr",0,39,0,0,112050,0.0,False,True
808,0,3,"pettersson, miss. ellen natalia",1,18,0,0,347087,0.015175789316712771,False,True
809,0,2,"meyer, mr. august",0,39,0,0,248723,0.025374310111545468,False,True
810,1,1,"chambers, mrs. norman campbell (bertha griggs)",1,33,1,0,113806,0.10364429745562033,False,True
811,0,3,"alexander, mr. william",0,26,0,0,3474,0.015395374692678068,False,True
812,0,3,"lester, mr. james",0,39,0,0,A/4 48871,0.04713766070721715,False,True
813,0,2,"slemen, mr. richard james",0,35,0,0,28206,0.020494635090094415,False,True
814,0,3,"andersson, miss. ebba iris alfrida",1,6,4,2,347082,0.06104473451835265,False,True
815,0,3,"tomlin, mr. ernest portage",0,30,0,0,364499,0.015712553569072387,False,True
816,0,1,"fry, mr. richard",0,28,0,0,112058,0.0,False,True
817,0,3,"heininen, miss. wendla maria",1,23,0,0,STON/O2. 3101290,0.015468569817999833,False,True
818,0,2,"mallet, mr. albert",0,31,1,1,S.C./PARIS 2079,0.07222738817151159,False,False
819,0,3,"holm, mr. john fredrik alexander",0,43,0,0,C 7075,0.012589561555343713,False,True
820,0,3,"skoog, master. karl thorsten",0,10,3,2,347088,0.05445717323939373,False,True
821,1,1,"hays, mrs. charles melville (clara jennings gregg)",1,52,1,1,12749,0.18249984580226933,False,True
822,1,3,"lulic, mr. nikola",0,27,0,0,315098,0.016908073949327893,False,True
823,0,1,"reuchlin, jonkheer. john george",0,38,0,0,19972,0.0,False,True
824,1,3,"moor, mrs. (beila)",1,27,0,1,392096,0.024349578357040744,False,True
826,0,3,"flynn, mr. john",0,28,0,0,368323,0.013565496559633922,True,False
827,0,3,"lam, mr. len",0,28,0,0,1601,0.11027245763075773,False,True
829,1,3,"mccormack, mr. thomas joseph",0,28,0,0,367228,0.015126992566498259,True,False
831,1,3,"yasbeck, mrs. antoni (selini alexander)",1,15,1,0,2659,0.028212719478023115,False,False
833,0,3,"saad, mr. amin",0,28,0,0,2671,0.014110458666029575,False,False
834,0,3,"augustsson, mr. albert",0,23,0,0,347468,0.015330377421392339,False,True
835,0,3,"allum, mr. owen george",0,18,0,0,2223,0.016200521071217493,False,True
836,1,1,"compton, miss. sara rebecca",1,39,1,1,PC 17756,0.16231419173453318,False,False
837,0,3,"pasic, mr. jakob",0,21,0,0,315097,0.016908073949327893,False,True
838,0,3,"sirota, mr. maurice",0,28,0,0,392092,0.015712553569072387,False,True
839,1,3,"chip, mr. chang",0,32,0,0,1601,0.11027245763075773,False,True
840,1,1,"marechal, mr. pierre",0,28,0,0,11774,0.057970539254838485,False,False
841,0,3,"alhomaki, mr. ilmari rudolf",0,20,0,0,SOTON/O2 3101287,0.015468569817999833,False,True
842,0,2,"mudd, mr. thomas charles",0,16,0,0,S.O./P.P. 3,0.020494635090094415,False,True
843,1,1,"serepeca, miss. augusta",1,30,0,0,113798,0.060507970265993034,False,False
844,0,3,"lemberopolous, mr. peter l",0,34,0,0,2683,0.012565163180236457,False,False
845,0,3,"culumovic, mr. jeso",0,17,0,0,315090,0.016908073949327893,False,True
846,0,3,"abbing, mr. anthony",0,42,0,0,C.A. 5547,0.014736618564782174,False,True
847,0,3,"sage, mr. douglas bullen",0,28,8,2,CA. 2343,0.13575255909676823,False,True
848,0,3,"markoff, mr. marin",0,35,0,0,349213,0.015411575213749284,False,False
849,0,2,"harper, rev. john",0,28,0,1,248727,0.06441171028315387,False,True
850,1,1,"goldenberg, mrs. samuel l (edwiga grabowska)",1,28,1,0,17453,0.17391981561855152,False,False
851,0,3,"andersson, master. sigvard harald elias",0,4,4,2,347082,0.06104473451835265,False,True
853,0,3,"boulos, miss. nourelain",1,9,1,1,2678,0.029757819776815374,False,False
854,1,1,"lines, miss. mary conover",1,16,0,1,PC 17592,0.07690367833806856,False,True
855,0,2,"carter, mrs. ernest courtenay (lilian hughes)",1,44,1,0,244252,0.050748620223090936,False,True
856,1,3,"aks, mrs. sam (leah rosen)",1,18,0,1,392091,0.01824998458022693,False,True
857,1,1,"wick, mrs. george dennick (mary hitchcock)",1,45,1,1,36928,0.32179836714362564,False,True
858,1,1,"daly, mr. peter denis",0,51,0,0,113055,0.051822148727810165,False,True
859,1,3,"baclini, mrs. solomon (latifa qurban)",1,24,0,3,2666,0.03758969818624431,False,False
860,0,3,"razi, mr. raihed",0,28,0,0,2629,0.014110458666029575,False,False
861,0,3,"hansen, mr. claus peter",0,41,2,0,350026,0.027537567642055148,False,True
862,0,2,"giles, mr. frederick edward",0,21,1,0,28134,0.022446505098674834,False,True
863,1,1,"swift, mrs. frederick joel (margaret welles barron)",1,48,0,0,17466,0.050610427826483444,False,True
864,0,3,"sage, miss. dorothy edith ""dolly""",1,28,8,2,CA. 2343,0.13575255909676823,False,True
865,0,2,"gill, mr. john william",0,24,0,0,233866,0.025374310111545468,False,True
866,1,2,"bystrom, mrs. (karolina)",1,42,0,0,236852,0.025374310111545468,False,True
867,1,2,"duran y more, miss. asuncion",1,27,1,0,SC/PARIS 2149,0.027049600139910042,False,False
868,0,1,"roebling, mr. washington augustus ii",0,31,0,0,PC 17590,0.09856123757927521,False,True
869,0,3,"van melkebeke, mr. philemon",0,28,0,0,345777,0.018542765081513996,False,True
870,1,3,"johnson, master. harold theodor",0,4,1,1,347742,0.021730754366528396,False,True
871,0,3,"balkic, mr. cerin",0,26,0,0,349248,0.015411575213749284,False,True
872,1,1,"beckwith, mrs. richard leonard (sallie monypeny)",1,47,1,1,11751,0.10257896680493714,False,True
873,0,1,"carlsson, mr. frans olof",0,33,0,0,695,0.009759350042902102,False,True
874,0,3,"vander cruyssen, mr. victor",0,47,0,0,345765,0.017566830077223785,False,True
875,1,2,"abelson, mrs. samuel (hannah wizosky)",1,28,1,0,P/PP 3381,0.04684488020593009,False,False
876,1,3,"najib, miss. adele kiamie ""jane""",1,15,0,0,2667,0.014102260811993537,False,False
877,0,3,"gustafsson, mr. alfred ossian",0,20,0,0,7534,0.019217721730481106,False,True
878,0,3,"petroff, mr. nedelio",0,19,0,0,349212,0.015411575213749284,False,True
879,0,3,"laleff, mr. kristo",0,28,0,0,349217,0.015411575213749284,False,True
881,1,2,"shelley, mrs. william (imanita parrish hall)",1,25,0,1,230433,0.050748620223090936,False,True
882,0,3,"markun, mr. johann",0,33,0,0,349257,0.015411575213749284,False,True
883,0,3,"dahlberg, miss. gerda ulrika",1,22,0,0,7552,0.02052723131923771,False,True
884,0,2,"banfield, mr. frederick james",0,28,0,0,C.A./SOTON 34068,0.020494635090094415,False,True
885,0,3,"sutehall, mr. henry jr",0,25,0,0,SOTON/OQ 392076,0.013760683560491965,False,True
886,0,3,"rice, mrs. william (margaret norton)",1,39,0,5,382652,0.056848213999904744,True,False
887,0,2,"montvila, rev. juozas",0,27,0,0,211536,0.025374310111545468,False,True
888,1,1,"graham, miss. margaret edith",1,19,0,0,112053,0.05855610025741261,False,True
889,0,3,"johnston, miss. catherine helen ""carrie""",1,28,1,2,W./C. 6607,0.04577135170121086,False,True
890,1,1,"behr, mr. karl howell",0,26,0,0,111369,0.05855610025741261,False,False
891,0,3,"dooley, mr. patrick",0,32,0,0,370376,0.015126992566498259,True,False
